cycle_count,time,voltage,current,temperature,capacity,soh,rul
1,0.0,4.1798,-0.002366,24.2776,2.035338,100.0,101
1,16.781,4.179823,0.000434,24.2771,2.035338,100.0,101
1,35.703,3.966528,-2.014242,24.3662,2.035338,100.0,101
1,53.781,3.945886,-2.00873,24.5151,2.035338,100.0,101
1,71.922,3.930354,-2.013381,24.6761,2.035338,100.0,101
1,90.094,3.91744,-2.011192,24.853,2.035338,100.0,101
1,108.281,3.906451,-2.010007,25.0189,2.035338,100.0,101
1,126.453,3.896511,-2.010279,25.2044,2.035338,100.0,101
1,144.641,3.887994,-2.007998,25.3801,2.035338,100.0,101
1,162.844,3.8802,-2.012029,25.5544,2.035338,100.0,101
1,181.016,3.872695,-2.012366,25.7323,2.035338,100.0,101
1,199.219,3.866087,-2.012571,25.9034,2.035338,100.0,101
1,217.391,3.859562,-2.00989,26.0653,2.035338,100.0,101
1,235.594,3.853445,-2.010512,26.218,2.035338,100.0,101
1,253.75,3.847748,-2.009675,26.3686,2.035338,100.0,101
1,271.984,3.84207,-2.008841,26.5417,2.035338,100.0,101
1,290.141,3.836915,-2.010977,26.691,2.035338,100.0,101
1,308.359,3.83143,-2.009843,26.8561,2.035338,100.0,101
1,326.5,3.826466,-2.012514,27.008,2.035338,100.0,101
1,344.75,3.821684,-2.010837,27.1637,2.035338,100.0,101
1,362.906,3.817462,-2.010112,27.3001,2.035338,100.0,101
1,381.047,3.812672,-2.010856,27.4384,2.035338,100.0,101
1,399.187,3.808262,-2.00874,27.5822,2.035338,100.0,101
1,417.281,3.80382,-2.008618,27.7141,2.035338,100.0,101
1,435.484,3.799552,-2.009913,27.856,2.035338,100.0,101
1,453.672,3.795348,-2.013654,27.9938,2.035338,100.0,101
1,471.812,3.791102,-2.010399,28.1308,2.035338,100.0,101
1,490.203,3.786654,-2.012087,28.2561,2.035338,100.0,101
1,508.344,3.782224,-2.01087,28.3979,2.035338,100.0,101
1,526.625,3.777943,-2.01074,28.5186,2.035338,100.0,101
1,544.922,3.773572,-2.011951,28.659,2.035338,100.0,101
1,563.125,3.769455,-2.011016,28.7686,2.035338,100.0,101
1,581.406,3.765011,-2.010484,28.878,2.035338,100.0,101
1,599.656,3.760934,-2.010008,28.9793,2.035338,100.0,101
1,617.875,3.756919,-2.00998,29.0833,2.035338,100.0,101
1,636.047,3.75266,-2.01151,29.1855,2.035338,100.0,101
1,654.422,3.748955,-2.010294,29.2777,2.035338,100.0,101
1,672.594,3.744814,-2.011007,29.3658,2.035338,100.0,101
1,690.812,3.74093,-2.01039,29.4392,2.035338,100.0,101
1,708.937,3.737184,-2.010699,29.5027,2.035338,100.0,101
1,727.266,3.732899,-2.009895,29.5693,2.035338,100.0,101
1,745.578,3.729339,-2.012824,29.6197,2.035338,100.0,101
1,763.797,3.725455,-2.012296,29.68,2.035338,100.0,101
1,782.109,3.721825,-2.010417,29.7217,2.035338,100.0,101
1,800.484,3.718153,-2.013911,29.7718,2.035338,100.0,101
1,818.797,3.713987,-2.011241,29.8162,2.035338,100.0,101
1,837.016,3.710337,-2.009688,29.8505,2.035338,100.0,101
1,855.25,3.706721,-2.011586,29.8886,2.035338,100.0,101
1,873.578,3.70305,-2.010213,29.9244,2.035338,100.0,101
1,891.812,3.699426,-2.009398,29.9684,2.035338,100.0,101
1,910.141,3.695821,-2.012243,29.9885,2.035338,100.0,101
1,928.391,3.692365,-2.01021,30.0207,2.035338,100.0,101
1,946.719,3.688647,-2.010432,30.0608,2.035338,100.0,101
1,965.047,3.685301,-2.012483,30.099,2.035338,100.0,101
1,983.391,3.681546,-2.008783,30.1348,2.035338,100.0,101
1,1001.766,3.678355,-2.012827,30.1837,2.035338,100.0,101
1,1020.172,3.674651,-2.009155,30.2405,2.035338,100.0,101
1,1038.594,3.671281,-2.007768,30.2707,2.035338,100.0,101
1,1056.922,3.667912,-2.012787,30.3199,2.035338,100.0,101
1,1075.203,3.664537,-2.010766,30.3723,2.035338,100.0,101
1,1093.687,3.660845,-2.007809,30.4249,2.035338,100.0,101
1,1112.0,3.657664,-2.007127,30.4758,2.035338,100.0,101
1,1130.328,3.654529,-2.010518,30.5187,2.035338,100.0,101
1,1148.75,3.65107,-2.007052,30.5725,2.035338,100.0,101
1,1167.125,3.647848,-2.01213,30.6162,2.035338,100.0,101
1,1185.641,3.644653,-2.011556,30.6718,2.035338,100.0,101
1,1203.984,3.64154,-2.009876,30.7179,2.035338,100.0,101
1,1222.406,3.638349,-2.013143,30.78,2.035338,100.0,101
1,1240.797,3.635159,-2.010429,30.8274,2.035338,100.0,101
1,1259.156,3.632082,-2.012272,30.8744,2.035338,100.0,101
1,1277.547,3.628987,-2.010775,30.9387,2.035338,100.0,101
1,1295.906,3.625626,-2.009239,30.9953,2.035338,100.0,101
1,1314.297,3.62263,-2.007609,31.0536,2.035338,100.0,101
1,1332.687,3.619481,-2.01043,31.1066,2.035338,100.0,101
1,1351.203,3.616371,-2.008893,31.1618,2.035338,100.0,101
1,1369.687,3.613458,-2.00898,31.2046,2.035338,100.0,101
1,1388.125,3.610633,-2.012136,31.2676,2.035338,100.0,101
1,1406.578,3.607493,-2.009724,31.3188,2.035338,100.0,101
1,1425.062,3.604485,-2.011499,31.3768,2.035338,100.0,101
1,1443.609,3.601437,-2.013191,31.4266,2.035338,100.0,101
1,1462.047,3.598653,-2.010678,31.4769,2.035338,100.0,101
1,1480.547,3.595403,-2.011348,31.5394,2.035338,100.0,101
1,1499.031,3.592695,-2.01093,31.5869,2.035338,100.0,101
1,1517.672,3.589797,-2.011356,31.6321,2.035338,100.0,101
1,1536.109,3.586783,-2.010674,31.682,2.035338,100.0,101
1,1554.781,3.58418,-2.010697,31.732,2.035338,100.0,101
1,1573.281,3.581118,-2.010929,31.7897,2.035338,100.0,101
1,1591.859,3.578732,-2.014103,31.8347,2.035338,100.0,101
1,1610.406,3.575414,-2.01133,31.8823,2.035338,100.0,101
1,1628.953,3.572893,-2.014364,31.928,2.035338,100.0,101
1,1647.562,3.570112,-2.012824,31.9779,2.035338,100.0,101
1,1666.062,3.567297,-2.011696,32.0316,2.035338,100.0,101
1,1684.656,3.56472,-2.011503,32.0778,2.035338,100.0,101
1,1703.219,3.562169,-2.010704,32.1279,2.035338,100.0,101
1,1721.891,3.559309,-2.012041,32.1659,2.035338,100.0,101
1,1740.437,3.557156,-2.009385,32.2236,2.035338,100.0,101
1,1759.016,3.554054,-2.009142,32.2728,2.035338,100.0,101
1,1777.641,3.551527,-2.012792,32.3221,2.035338,100.0,101
1,1796.328,3.548989,-2.009417,32.3524,2.035338,100.0,101
1,1815.047,3.546605,-2.011582,32.4154,2.035338,100.0,101
1,1833.75,3.544003,-2.010242,32.4639,2.035338,100.0,101
1,1852.391,3.54153,-2.009019,32.5015,2.035338,100.0,101
1,1871.078,3.539126,-2.013792,32.5498,2.035338,100.0,101
1,1889.844,3.536709,-2.010977,32.5944,2.035338,100.0,101
1,1908.578,3.534272,-2.010436,32.6405,2.035338,100.0,101
1,1927.281,3.532105,-2.01145,32.6907,2.035338,100.0,101
1,1946.031,3.529613,-2.010366,32.7299,2.035338,100.0,101
1,1964.891,3.527358,-2.010974,32.7716,2.035338,100.0,101
1,1983.703,3.525284,-2.013637,32.8135,2.035338,100.0,101
1,2002.484,3.522999,-2.010561,32.8483,2.035338,100.0,101
1,2021.187,3.520683,-2.010174,32.9016,2.035338,100.0,101
1,2039.906,3.518659,-2.00934,32.9424,2.035338,100.0,101
1,2058.641,3.516402,-2.009995,32.9801,2.035338,100.0,101
1,2077.406,3.514561,-2.011191,33.0259,2.035338,100.0,101
1,2096.312,3.512583,-2.01003,33.0781,2.035338,100.0,101
1,2115.047,3.510338,-2.009498,33.1104,2.035338,100.0,101
1,2133.969,3.508704,-2.010891,33.1545,2.035338,100.0,101
1,2152.812,3.506628,-2.010491,33.2025,2.035338,100.0,101
1,2171.625,3.504841,-2.012559,33.2379,2.035338,100.0,101
1,2190.547,3.502904,-2.012536,33.2917,2.035338,100.0,101
1,2209.422,3.501007,-2.010742,33.331,2.035338,100.0,101
1,2228.297,3.499274,-2.009901,33.373,2.035338,100.0,101
1,2247.219,3.497713,-2.009927,33.4146,2.035338,100.0,101
1,2265.969,3.495861,-2.009573,33.4595,2.035338,100.0,101
1,2284.937,3.494047,-2.010788,33.5034,2.035338,100.0,101
1,2303.859,3.492331,-2.008553,33.5417,2.035338,100.0,101
1,2322.797,3.490565,-2.010201,33.5808,2.035338,100.0,101
1,2341.766,3.489028,-2.012103,33.6268,2.035338,100.0,101
1,2360.594,3.487328,-2.012815,33.6654,2.035338,100.0,101
1,2379.578,3.485801,-2.009973,33.711,2.035338,100.0,101
1,2398.672,3.484035,-2.009728,33.7412,2.035338,100.0,101
